category,site_name,domain,primary_niche,sub_niche,winner_type,country_audience,start_year,traffic_est,traffic_evidence,traffic_source_url,revenue_reported,revenue_evidence,revenue_source_url,monetization_models,display_ads,affiliate,own_product,digital_product,course_community,newsletter_email_capture,saas_tool_lead,sponsored_content,content_scale,evergreen_or_news,dominant_search_intent,problem_solving_content,comparison_buying_content,tutorial_howto,first_hand_experience_evidence,downloadable_template_tool,free_tool_calculator,commercial_intent_level,visitor_to_revenue_distance,time_to_monetization,evidence_confidence,likely_primary_revenue_driver,likely_secondary_revenue_driver,cleansheethq_transferability_summary
Travel,Expert Vagabond,expertvagabond.com,Adventure/photography travel,"Outdoor/hiking, gear",NICHE AUTHORITY,US/global,2010,Not disclosed,UNKNOWN,—,Not disclosed,UNKNOWN,—,"Display ads (Mediavine), affiliate, email",Y,Y,N,N,N,Y,N,N (deliberately declined per interview),"Hundreds, long-form",Evergreen,Informational,Y,Y (gear reviews),Y,Y,N,N,Medium,"MEDIUM (ad-view based, but low friction)",UNKNOWN,Low (single vendor interview),Display ads (Mediavine),Affiliate,"MEDIUM — passive-income ad model less relevant, but SEO/gear-comparison structure transfers"
Travel,Y Travel Blog,ytravelblog.com,Family travel,"Family trip planning, RTW",NICHE AUTHORITY,Australia/global families,Mar 2010,Not disclosed,UNKNOWN,—,"""Six-figure"" (self-described, no exact number)","B (interview, vague)",beanninjas.com/blog/caz-and-craig-makepeace/,"Display ads (~30%), sponsored content, brand ambassadorships, affiliate",Y,Y,N,Planned,N,Y,N,Y,Hundreds,Evergreen,Informational,Y,Y,Y,Y,N,N,Medium,MEDIUM,UNKNOWN,"Low (single interview, vague)",Display ads + sponsorships,Affiliate,LOW — family-narrative brand equity doesn't transfer to a B2B tool niche
Travel,Johnny Jet,johnnyjet.com,General travel news/deals,"Deals, tech, airport tips",NICHE AUTHORITY (legacy traffic),US,1997 (as e-newsletter),"520,000+ unique visitors/mo (self-reported media kit)",A (advertiser media kit),johnnyjet.com/advertise/,Not disclosed,UNKNOWN,—,"Display ads, credit-card affiliate, newsletter sponsorships",Y,Y,N,N,N,Y (2 lists: 42K + 10K),N,Y,"Thousands (long-running, daily-ish)",Mixed (deals/news + evergreen),Transactional (deals) + informational,Y,Y (deal comparisons),Y,Y,N,N,High,LOW (ad/newsletter click),UNKNOWN (est. 20+ yrs legacy brand),"Medium (self-reported media kit, standard industry practice)",Newsletter sponsorships/display ads,Affiliate (cards),LOW — legacy personal-brand/newsletter model hard to replicate cold
Travel,Adventurous Kate,adventurouskate.com,Solo female travel,"Safety, solo itineraries",NICHE AUTHORITY,US/global women,Early 2010,Not disclosed,UNKNOWN,—,Not disclosed (states 79% of income from affiliate),"A (% breakdown self-stated, no $ amount)",adventurouskate.com/15-lessons-from-turning-my-travel-blog-into-a-career/,"Affiliate (79%), tours/consulting, minimal sponsored content",N,Y (core),N,N,Blog consulting (1:1),Y,N,Reduced/minimal by choice,Hundreds,Evergreen,Informational (safety/how-to),Y,Y,Y,Y,N,N,Medium-High,MEDIUM (affiliate click),UNKNOWN,Low-Medium (% breakdown only),Affiliate links,Tours/consulting,MEDIUM — narrow-niche + affiliate-discipline model transfers (dominate one job-to-be-done)
Travel,The Planet D,theplanetd.com,Adventure/couple travel,"Extreme adventure, gear",NICHE AUTHORITY,Canada/global,2007,"Over 1M monthly blog visitors (self-reported ""about"" page)",A (self-reported about page),theplanetd.com/about-dave-and-deb/,Not disclosed,UNKNOWN,—,"Brand sponsorships/ambassadorships (100+ brands), affiliate, speaking",N (not primary),Y,N,N,N,Y,N,Y,Hundreds,Evergreen,Informational (inspirational/how-to),Y,Y (gear),Y,Y (award-winning photography),N,N,Low-Medium,"HIGH (brand deals, not visitor-driven per pageview)",UNKNOWN,"Medium (self-reported ""about"" page + awards verifiable)",Brand sponsorships,Affiliate,LOW-MEDIUM — brand-deal-driven revenue doesn't map to CleanSheetHQ's transactional niche
Career/Education,Zety,zety.com,Resume/CV builder + guides,Job-title resume-example matrix + paywalled builder,REVENUE WINNER,Global (India/US/BR heavy),2016 (B),~467K/mo,B,similarweb.com/website/zety.com/,UNKNOWN,UNKNOWN,—,Freemium subscription builder,N (D),N (D),Y (C),Y (C),N,Y (D),Y (C),UNKNOWN,"Very large, 1,400+ guides (A)",Evergreen,Mixed info+transactional,Y,Y,Y,UNKNOWN,Y,N,High,LOW,UNKNOWN,MEDIUM,Builder subscription paywall,Affiliate/referral,Strong — job-title matrix mirrors an Excel-task matrix; view-free/pay-to-export model
Career/Education,The Muse,themuse.com,Career media + employer job board,Career media + employer job board,TRAFFIC WINNER,US 58%,2011 (D),~203K/mo,B,similarweb.com/website/themuse.com/,UNKNOWN,UNKNOWN,—,"B2B job board subscriptions, display ads, sponsored/branded content",Y (D),UNKNOWN,Y (C),Y (C),Y,Y (C),Y (D),Y (C),"Large, long-running archive",Evergreen,Informational,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Medium(content)/High(B2B),HIGH,UNKNOWN,LOW-MED,Employer/B2B subscriptions,Display + sponsored content,Low — two-sided marketplace doesn't port; lesson is diversifying beyond ads
Career/Education,Ask a Manager,askamanager.org,Workplace Q&A advice blog,Workplace Q&A advice blog,NICHE AUTHORITY,US 78%,2007 (B),~1.37M/mo,B,similarweb.com/website/askamanager.org/,UNKNOWN,UNKNOWN,—,"Display ads, book royalties",Y (D),UNKNOWN,"Y (C, book)",N,N,Y (D),N,UNKNOWN,"Very large, daily since 2007",Evergreen,Informational/advice,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low-Medium,MEDIUM,UNKNOWN,MEDIUM,Display advertising,Book sales/media,Low structural fit; lesson: recurring reader-letter format builds loyalty over pure SEO
Career/Education,Cultivated Culture,cultivatedculture.com,Resume/LinkedIn coaching for tech/corporate,Resume/LinkedIn coaching for tech/corporate,FAST-GROWTH WINNER,US,2016 (A),"5K->70K/mo in 8mo (A, self-reported; current UNKNOWN)",A,starterstory.com/businesses/cultivatedculture.com,"$15,000-$20,000/mo (A, self-reported)",A,starterstory.com/businesses/cultivatedculture.com,"Tiered digital courses ($47/$147/$297), 1:1 coaching, free lead-gen tools",N (D),UNKNOWN,Y (A),Y (A),Y (A),Y (A),Y (C),UNKNOWN,Medium blog + 1.3M LinkedIn following (B),Evergreen,Informational->lead-gen,Y,UNKNOWN,Y,Y,Y,UNKNOWN,High,MEDIUM,UNKNOWN,MED-HIGH,Digital courses,1:1 coaching,Strong — free tool->email list->tiered course ladder maps directly
Career/Education,ExamTopics,examtopics.com,"Crowd-sourced IT cert exam Q&A (""dumps"")",Crowd-sourced IT cert exam Q&A,NICHE AUTHORITY,"Global, US 26%","UNKNOWN (~2014-16, D)",~367K/mo,B,similarweb.com/website/examtopics.com/,UNKNOWN,UNKNOWN,—,Display ads + paid premium/VCE file access,Y (C),UNKNOWN,Y (C),Y (C),Y (D),N,N,N,"Very large, programmatic per-exam-per-question (D)",Evergreen,Highly transactional,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,LOW,UNKNOWN,MEDIUM,Display ads,Paid premium access,Direct/strongest — rigid per-entity template repeated at scale (rules/logistics precedent)
Career/Education,Jobscan,jobscan.co,ATS resume-match SaaS,ATS resume-match SaaS,REVENUE WINNER,"US 37%, India 22%",2014 (D),~433K/mo,B,similarweb.com/website/jobscan.co/,UNKNOWN,UNKNOWN,—,Freemium SaaS (resume/JD match score),N (D),Y (D),Y (C),Y (C),N,Y (D),Y (C),UNKNOWN,Medium-large,Mixed info+tool,Mixed info+tool,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y (free diagnostic tool),High,LOW,UNKNOWN,MEDIUM,SaaS subscription,Affiliate referrals,Strong — free-diagnose-then-upsell mirrors a free spreadsheet-diagnostic tool
Career/Education,Resume Genius,resumegenius.com,Resume/CV builder + guides,Resume/CV builder + guides,REVENUE WINNER,US 58%,2009 (D),~324K/mo,B,similarweb.com/website/resumegenius.com/,UNKNOWN,UNKNOWN,—,Freemium builder + competitor-brand comparison content,UNKNOWN,Y (D),Y (C),Y (C),N,Y (D),Y (C),UNKNOWN,"Large, job-title matrix + competitor reviews",Evergreen,Mixed + competitor-brand searches,Y,Y,Y,UNKNOWN,Y,N,High,LOW,UNKNOWN,LOW-MED,Freemium builder,Affiliate/competitor-conquest content,Direct — content matrix + competitor-interception tactic both transferable
Career/Education,Whizlabs,whizlabs.com,Multi-vendor IT cert practice tests/courses,Multi-vendor IT cert practice tests/courses,NICHE AUTHORITY,"Global, US 25%, India 13%",1999 (B),~104K/mo,B,similarweb.com/website/whizlabs.com/,UNKNOWN,UNKNOWN,—,Paid practice-test bundles + video courses/subscription,UNKNOWN,UNKNOWN,Y (C),Y (C),Y (C),Y (D),N,UNKNOWN,"Large, multi-vendor cert x product pages",Transactional+informational,Transactional+informational,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,High,LOW-MED,UNKNOWN,LOW-MED,Paid test bundle sales,Premium cross-cert subscription,Moderate-strong — cert x vendor matrix mirrors a task x function matrix; longevity lesson
Career/Education,Corporette,corporette.com,Career + workwear for women in law/corporate,Career + workwear for women in law/corporate,NICHE AUTHORITY,US 82%,2008 (A),~67.5K/mo,B,similarweb.com/website/corporette.com/,UNKNOWN,UNKNOWN,—,"Display ads, affiliate (Amazon/retail), sponsored reviews",Y (C),Y (C),N,N,N,Y (D),N,Y (C),"Medium-large, 18 yrs daily posts",Evergreen,Informational+shopping,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Med-High,LOW-MED,UNKNOWN,MEDIUM,Affiliate commerce (daily roundups),Display + sponsored reviews,"Low structural fit; lesson is niching down further than ""career"" broadly"
Career/Education,Tutorials Dojo,tutorialsdojo.com,AWS/cloud certification practice tests & study guides,AWS/cloud certification practice tests & study guides,FAST-GROWTH WINNER,"Global, US 39%, PH-based operator",2018 (B),~200K/mo,B,similarweb.com/website/tutorialsdojo.com/,UNKNOWN,UNKNOWN,—,Own-site practice test sales + Udemy course revenue share,UNKNOWN,UNKNOWN,Y (C),Y (C),Y (C),Y (D),N,UNKNOWN,"Medium-large, ~20+ certs covered",Transactional+informational,Transactional+informational,Y,UNKNOWN,Y,Y (founder-authored technical authority),Y (free cheat sheets),N,High,LOW,UNKNOWN,LOW-MED,Own-site practice test sales,Udemy marketplace revenue,"Strong — free cheat-sheet hook to paid deep product, plus secondary marketplace channel"
Gardening/Outdoor,Epic Gardening,epicgardening.com,Gardening,"Urban veg gardening, seeds, gear",REVENUE WINNER,US 74%,2016 (A),~1.1M visits/mo,B (+A historical),similarweb.com/website/epicgardening.com,"$2.8M(2020)->$7.3M(2021)->""eight figures"" (current); products >90% of rev",A (founder interviews),nichepursuits.com/kevin-espiritu-epic-gardening/ ; stormy.ai/blog/epic-gardening-organic-distribution-strategy,"Own products (seeds/tools/raised beds via Botanical Interests), display ads, affiliate, YouTube/podcast ads",Y,Y,Y,UNKNOWN,UNKNOWN,Y (D),N,Y (D),Large (1000+ articles + 280M lifetime YT views),Evergreen,Informational + transactional,Y,Y,Y,Y (founder on camera),UNKNOWN,UNKNOWN,High,LOW,UNKNOWN,"High (revenue timeline self-reported); Medium (current traffic, 3rd-party)",Owned product sales (seeds/tools/raised beds),Display ads/affiliate/YouTube ads,Build content->trust->owned tool/product funnel instead of relying on ads alone
Gardening/Outdoor,The Spruce (Garden),thespruce.com,Home & garden lifestyle media,"Plant care, garden buying guides",TRAFFIC WINNER,US 80%,"~2016 (Dotdash spinoff, D)",~13.3M visits/mo (sitewide),B,similarweb.com/website/thespruce.com,UNKNOWN (Dotdash Meredith aggregate only),UNKNOWN,—,"Programmatic display ads, affiliate commerce",Y,Y,N,N,N,Y,N,Y (D),Very large (media-scale library),Evergreen,Informational + comparison_buying,Y,Y,Y,N/UNKNOWN,N,N,Medium-High,LOW-MEDIUM,UNKNOWN,Medium (traffic B; revenue UNKNOWN/aggregate),Programmatic display ads,Affiliate commerce,Low direct transfer (needs media scale); validates templated-content-at-scale format
Gardening/Outdoor,Rural Sprout,ruralsprout.com,Gardening/homesteading DIY,"Garden hacks, upcycling, listicles",FAST-GROWTH WINNER,"US 78%, CA, UK",~2017 (D),~256K visits/mo,B,similarweb.com/website/ruralsprout.com,UNKNOWN,UNKNOWN,—,"Display ads (D), affiliate (A)",Y(D),Y,N,N,N,Y(D),N,UNKNOWN,Medium-large,Evergreen,Informational/how-to,Y,N/D,Y,Y(D),N,N,Low-Medium,MEDIUM,UNKNOWN,Medium (traffic B; monetization partly inferred),Display ads (D),Affiliate,Listicle format + social distribution could work but paid-social traffic is volatile
Gardening/Outdoor,Gardener's Path,gardenerspath.com,Gardening/horticulture,"Plant care guides, veg/flower/herb",NICHE AUTHORITY,US primary (D),~2010 (D),"UNKNOWN (tool returned unreliable ""0""; site confirmed active)",UNKNOWN (data gap),semrush.com/website/gardenerspath.com (unreliable read),UNKNOWN,UNKNOWN,—,"Affiliate (A), display ads (Google Site Kit)",Y,Y,N,N,N,Y(D),N,UNKNOWN,"Large, multi-author editorial",Evergreen,Informational/how-to,Y,Y(D),Y,N/UNKNOWN,N,N,Medium,MEDIUM,UNKNOWN,Low-Medium (traffic tool gave unreliable reading),Display ads (D),Affiliate,"Multi-author ""content company"" model is an alternative to solo scaling"
Gardening/Outdoor,Garden Betty,gardenbetty.com,Gardening/homesteading,"Veg gardening, backyard chickens, fermenting",NICHE AUTHORITY,"US 69%, AU 9%",2010 (D),~74K visits/mo,B,similarweb.com/website/gardenbetty.com,UNKNOWN,UNKNOWN,—,"Display ads (D), affiliate (D), books (A)",Y(D),Y(D),"Y (cookbooks, A)",UNKNOWN,UNKNOWN,Y(D),N,Y(D),Medium (15yr archive),Evergreen,Informational + some transactional,Y,Y(D),Y,Y (personal narrative blog),N,N,Low-Medium,MEDIUM,UNKNOWN,Medium (traffic B; monetization mostly D),Display ads (D),Affiliate + book sales,Strong POV/voice + original visuals sustain a niche site without huge scale
Gardening/Outdoor,Backyard Boss,backyardboss.net,Gardening/backyard,"Pest control, backyard misc","NICHE AUTHORITY (weak/declining, contrast case)","US 51%, CA, UK","UNKNOWN (~2018, D)",~32K visits/mo,B,similarweb.com/website/backyardboss.net,UNKNOWN,UNKNOWN,—,"Display ads (D), affiliate (D)",Y(D),Y(D),N,N,N,UNKNOWN,N,UNKNOWN,Medium,Evergreen,"Informational (broad, shallow)",Y(D),Y(D),Y,UNKNOWN,N,N,Low,MEDIUM-HIGH,UNKNOWN,Low (little confirmed beyond traffic),Display ads (D),Affiliate (D),Cautionary: generic low-differentiation content-mill approach shows declining returns
Gardening/Outdoor,Bob Vila (Garden/Outdoor),bobvila.com,Home improvement (garden vertical),"Lawn/garden tools, outdoor living",TRAFFIC WINNER,US 87%,Brand 1979; site relaunched under media co (D),~1.1M visits/mo (sitewide),B,similarweb.com/website/bobvila.com,UNKNOWN (Recurrent Ventures aggregate),UNKNOWN,—,"Display ads (D), affiliate (D)",Y(D),Y(D),N,N,N,Y(D),N,Y(D),Very large (media library),Evergreen,Informational + comparison_buying,Y,Y,Y,UNKNOWN,N,N,High,LOW-MEDIUM,UNKNOWN,Medium (traffic B; revenue UNKNOWN),Affiliate commerce (D),Display ads,"Low direct transfer (media-company scale); validates ""best-of"" comparison format"
Gardening/Outdoor,Modern Farmer,modernfarmer.com,Farming/agriculture journalism,Sustainable/small-scale ag journalism,"NICHE AUTHORITY (financially fragile, contrast case)","US 45%, mixed intl",2013 (B),~30K visits/mo,B,similarweb.com/website/modernfarmer.com,UNKNOWN (documented financial struggles),"B (no figure, business-struggle reporting)",cjr.org/business_of_news/modern_farmer_future.php,"Display ads (D), sponsorships (D)",Y(D),UNKNOWN,N,N,UNKNOWN,Y(D),N,Y(D),Medium (journalism depth over volume),Mixed (evergreen + trend journalism),Informational/editorial,Y(D),N,N/D,"Y(D, reporter-based)",N,N,Low,HIGH,UNKNOWN,"Medium (traffic B; financial history documented, no figure)",Display ads + sponsorships (D),Membership/donations (UNKNOWN),Cautionary: pure authority/journalism without a monetization funnel struggles financially
Gardening/Outdoor,Section Hiker,sectionhiker.com,Hiking/backpacking,"Gear reviews, trail guides",NICHE AUTHORITY,"US 60%, CA, DE, DK","2007 (D, widely cited)",~118K visits/mo,B,similarweb.com/website/sectionhiker.com,UNKNOWN,UNKNOWN,—,"Affiliate (D, strong signal), display ads (D)",Y(D),Y(D),N,N,N,Y(D),N,Y(D),"Large, 18yr archive",Evergreen,Informational + comparison_buying,Y,Y,Y,Y (author section-hikes/tests gear),N,N,Medium-High,LOW-MEDIUM,UNKNOWN,Medium-High (traffic B; monetization inferred from author's public description),Affiliate commerce (D),Display ads,"Strong: single-operator authority built on hands-on proof, monetized via affiliate"
Gardening/Outdoor,Halfway Anywhere,halfwayanywhere.com,Thru-hiking,"PCT/CDT/AT gear guides, trip reports",NICHE AUTHORITY (flagship-asset growth model),"US 48%, CA, AU, UK, DE","2013 (D, widely cited)",~39K visits/mo,B,similarweb.com/website/halfwayanywhere.com,"UNKNOWN (funded via Patreon, no $ figure disclosed)",C (Patreon+affiliate structure observed),halfwayanywhere.com/support/,"Patreon/membership (A), affiliate (A)",Y(D),Y,N,N,"Y (Patreon community, A)",Y(A),N,UNKNOWN,Medium (flagship annual asset + trip reports),Evergreen + annual recurring flagship,Informational + comparison_buying,Y,Y,Y,"Y (A, personal thru-hiker)",UNKNOWN,UNKNOWN,Medium,MEDIUM,UNKNOWN,Medium-High (traffic B; monetization model C via direct site observation),Patreon/membership (C),Affiliate gear links (A),One flagship annually-updated original-research asset becomes a link-magnet/category reference
Product Review/Buying Guides,Wirecutter,nytimes.com/wirecutter,General consumer product reviews/buying guides,Appliances/kitchen/home,TRAFFIC WINNER,"US-centric, English-speaking world",2011 (2016 NYT acquisition),"UNKNOWN (old domain Similarweb data meaningless; now an nytimes.com subsection, can't be measured separately)",UNKNOWN,"similarweb.com/website/thewirecutter.com/ (old domain, reference only)",2011-2016 cumulative affiliate revenue $150 million (pre-NYT-acquisition),B (Poynter/NYT acquisition reporting),poynter.org/business-work/2016/why-the-new-york-times-is-buying-the-wirecutter-for-30-million/ ; forbes.com/sites/andymeek/2025/10/07/wirecutters-path-to-1-billion-in-commerce-one-product-review-at-a-time/,"Affiliate, NYT paywall (metered, 2021~), banner ads (historical)",Y (past/present partial),Y,N,N,N,Y,N,N (explicitly avoided),Thousands of buying guides/reviews (D),Evergreen-dominant (buying guides),Comparison/buying (commercial),Y,Y,Y,Y,N,N,Very high,LOW (comparison content consumed right before purchase),UNKNOWN,Medium (revenue figure is old; traffic unconfirmed),Affiliate commerce,Paywall subscription (NYT sitewide),Low-medium: large editorial comparison-buying operation differs from a small info/tool site
Product Review/Buying Guides,RTINGS.com,rtings.com,Electronics (TV/audio/appliance) lab tests,TV/monitor/headphone/speaker,REVENUE WINNER / NICHE AUTHORITY,"US 60%, English-speaking majority",2012,8M+ monthly organic visits,B,nichepursuits.com/rtings-success-story/,"UNKNOWN (operator suggests ads could yield $1M+/mo if enabled, actual revenue undisclosed)","D (operator interview statement, not actual revenue)",nichepursuits.com/rtings-success-story/,"Paid membership ($45/yr), affiliate, used test-unit sales",N (explicitly no banner ads),Y,N,N,N,Y (membership-driven),N,N (independence emphasized),"4,900+ products tested (A)",Evergreen (product testing),Comparison/buying (commercial),Y,Y,UNKNOWN (some),Y (professional lab),N,N,Very high,LOW,UNKNOWN,High (multiple sources cross-confirmed),Paid membership + affiliate,Used equipment sales,Medium: methodology transparency and standardized benchmark testing framework concept transfers
Product Review/Buying Guides,Outdoor Gear Lab,outdoorgearlab.com,Outdoor gear,Hiking boots/backpacks/tents,NICHE AUTHORITY,"US 59%, English-speaking","UNKNOWN (10+ yrs estimated, D)",~3.8M/3mo (~1.2-1.3M/mo),B,similarweb.com/website/outdoorgearlab.com/,UNKNOWN (low-confidence third-party estimate sites exist but not adopted),UNKNOWN,—,Affiliate,"UNKNOWN (possible, D)",Y,N,N,N,UNKNOWN,N,UNKNOWN,Hundreds of deep category reviews (D),Evergreen,Comparison/buying,Y,Y,UNKNOWN,Y (field testing),N,N,High,LOW,UNKNOWN,"Medium (traffic B, revenue UNKNOWN)",Affiliate,Display ads (assumed),Low: physical field-testing is central and doesn't apply directly to a software niche
Product Review/Buying Guides,PCPartPicker,pcpartpicker.com,PC parts/community,Compatibility/build guides,TRAFFIC WINNER (community),"US-centric, gamers/community",2011,~5.4M/3mo (~1.8M/mo),B,similarweb.com/website/pcpartpicker.com/,UNKNOWN,UNKNOWN,—,Affiliate (retailer click-out),UNKNOWN,Y,N,N,Y (forum community),UNKNOWN,"N (free compatibility utility, not lead-gen)",UNKNOWN,"Parts DB + guides + forum, large UGC (D)",Evergreen (prices real-time),Comparison/buying / compatibility (transactional),Y,Y,Y (build guides),UNKNOWN (user-review based),Y (parts-list/build save-and-share tool),"Y (compatibility checker, price tracker)",High,LOW-MEDIUM (confirm compatibility then buy externally),UNKNOWN,Medium,Affiliate (retailer click-out),Community/brand partnerships,High: free utility/calculator drives traffic and trust — most directly applicable to CleanSheetHQ
Product Review/Buying Guides,Sleepopolis,sleepopolis.com,Mattress/sleep,"Mattress reviews, sleep science",NICHE AUTHORITY,US 66%,"UNKNOWN (early 2010s estimated, D)",~1.3M/3mo (~430K/mo),B,similarweb.com/website/sleepopolis.com,UNKNOWN,UNKNOWN,—,"Affiliate, paid search (self-run ads)",UNKNOWN,Y,N,N,N,UNKNOWN,N,UNKNOWN,Hundreds of mattress reviews + sleep content (D),Evergreen,Comparison/buying,Y,Y,UNKNOWN,Y,N,"Y (sleep calculators, keyword-confirmed)",Very high,LOW,UNKNOWN,Medium,Affiliate,Display ads (assumed),Low-medium: niche repeat-content strategy transfers but comparison-buying model differs
Product Review/Buying Guides,Mattress Clarity,mattressclarity.com,Mattress/sleep,Mattress and bedding reviews,NICHE AUTHORITY,US-centric,2015,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,—,"Affiliate, ads, manufacturer-sponsored review units","Y (GTM tag confirmed, C)",Y,N,N,N,UNKNOWN,N,UNKNOWN,Hundreds of reviews/news (D),Evergreen + news mix,Comparison/buying,Y,Y,UNKNOWN,Y (receives and reviews product),N,UNKNOWN,Very high,LOW,UNKNOWN,Low-Medium (revenue/traffic UNKNOWN),Affiliate,Ads/sponsorship,Low-medium: same logic as Sleepopolis; mattress-review industry has known manufacturer conflict-of-interest concerns
Product Review/Buying Guides,Swim University,swimuniversity.com,Pool/spa maintenance,"Pool care chemistry, equipment","FAST-GROWTH/REVENUE WINNER (small-scale, high-profit)",US-centric (DIY pool owners),2006,"UNKNOWN (subscribers: 265K YouTube, 175K email)",A (subscriber counts are A),starterstory.com/stories/swim-university-breakdown,~$1 million/year,B (Starter Story interview-based estimate),starterstory.com/stories/swim-university-breakdown,"Affiliate, digital products (ebooks/courses), email","N (inferred, D)",Y,N,Y (ebooks),Y (courses),"Y (175K subs, A)",N,UNKNOWN,Hundreds of blog+YouTube episodes (D),Evergreen,Informational + buying mix,Y,Y,Y (many pool-care tutorials),Y,N,UNKNOWN,Medium (high share of informational traffic),MEDIUM (needs email nurture),UNKNOWN,Medium (Starter Story interview-based),Affiliate + digital products,Email-based sales,"High: closest model — narrow hobby niche + evergreen tutorials + email + digital product, small team"
Product Review/Buying Guides,Cord Cutters News,cordcuttersnews.com,Cord-cutting/streaming,"Streaming service comparisons, antennas",NICHE AUTHORITY (recovery case),US-centric,"UNKNOWN (early 2010s estimated; sold 2020, repurchased by founder 2023)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,—,Affiliate,UNKNOWN,Y,N,N,N,Y,N,UNKNOWN,Thousands of cumulative news/deal/guide posts (D),Mixed (heavy on streaming news),Informational (which service to choose) + buying,Y,Y,Y (cord-cutting how-to),UNKNOWN,N,UNKNOWN,Medium (high share of news traffic),MEDIUM (indirect conversion from news consumption),UNKNOWN,Low (mostly UNKNOWN),Affiliate,Display ads (assumed),"Medium: personal-brand + fast news response transfers, but news-dependence differs"
Product Review/Buying Guides,Reviewed.com,reviewed.com,General consumer product reviews,Appliances/home goods,TRAFFIC WINNER,US-centric,1997 (predecessor Reviewed.com/CNET lineage),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,—,"Affiliate, licensing, advertising",Y,Y,N,N,N,UNKNOWN,N,UNKNOWN,Thousands of reviews (D),Evergreen + some news,Comparison/buying,Y,Y,Y,"Y (24,000 sq ft test lab)",N,N,Very high,LOW,UNKNOWN,Low (no specific revenue/traffic figures found),Affiliate + advertising,Licensing,"Low: dependent on large-company resources (test lab), hard to transfer to a solo blogger"
Product Review/Buying Guides,Projector Reviews,projectorreviews.com,Projectors,Home theater projectors,NICHE AUTHORITY (longevity),US-centric,2003,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,—,"Sponsorship (YouTube), advertising, affiliate, newsletter",Y,Y,N,N,N,Y,N,Y (YouTube sponsorship explicitly disclosed),Hundreds of reviews (D),Evergreen,Comparison/buying,Y,Y,UNKNOWN,Y,N,N,High,MEDIUM,UNKNOWN,Low-Medium,Sponsorship + advertising,Affiliate,High: 20+ years fully dominating one narrow hardware category is a useful long-term model
